id,pert,gene,label
Sephs1_Lst1,Sephs1,Lst1,down
Ippk_Creg1,Ippk,Creg1,none
Snx14_Ckb,Snx14,Ckb,none
Trappc8_Sec24a,Trappc8,Sec24a,up
Tbc1d10b_Hipk1,Tbc1d10b,Hipk1,none
Kdsr_Arid4a,Kdsr,Arid4a,none
Meaf6_Hsp90b1,Meaf6,Hsp90b1,none
Toe1_Dcxr,Toe1,Dcxr,none
Vps39_Sqstm1,Vps39,Sqstm1,up
Qars_Iigp1,Qars,Iigp1,none
Derl2_Il1rn,Derl2,Il1rn,none
Msto1_Tubb6,Msto1,Tubb6,up
Rack1_Selenow,Rack1,Selenow,down
Rbck1_Selenow,Rbck1,Selenow,none
Sephs1_Ggta1,Sephs1,Ggta1,none
Mbtps2_Bhlhe41,Mbtps2,Bhlhe41,up
Wdr70_Lmna,Wdr70,Lmna,up
Dpm3_Hspa1a,Dpm3,Hspa1a,none
Acin1_Syngr1,Acin1,Syngr1,none
Fli1_Ccl2,Fli1,Ccl2,none
Urm1_Atf5,Urm1,Atf5,up
Prpf6_Itgam,Prpf6,Itgam,none
Atg101_Ggta1,Atg101,Ggta1,none
Jak1_Ticam1,Jak1,Ticam1,none
Tbc1d10b_Cyb5r1,Tbc1d10b,Cyb5r1,none
Gins3_Ms4a6b,Gins3,Ms4a6b,down
Oxsr1_Rsad2,Oxsr1,Rsad2,none
Orc4_Pik3r1,Orc4,Pik3r1,up
Hars_Mtdh,Hars,Mtdh,up
Vps39_Prdx1,Vps39,Prdx1,up
Tbk1_Lacc1,Tbk1,Lacc1,none
Dpm1_Cox6a2,Dpm1,Cox6a2,up
Ddx6_Ccr5,Ddx6,Ccr5,up
Smc3_Stap1,Smc3,Stap1,up
Rab7_Prkcg,Rab7,Prkcg,none
Rab7_Rin2,Rab7,Rin2,up
Ddx5_Swap70,Ddx5,Swap70,none
Tmem258_Ift43,Tmem258,Ift43,none
Cwc15_Ctbp2,Cwc15,Ctbp2,none
Plrg1_Blvrb,Plrg1,Blvrb,none
Nelfa_H2az1,Nelfa,H2az1,none
Jak1_Il1rn,Jak1,Il1rn,down
Hars_Actb,Hars,Actb,down
Gosr2_Fpr2,Gosr2,Fpr2,none
Nrbf2_Sqstm1,Nrbf2,Sqstm1,up
Cbll1_Clec4n,Cbll1,Clec4n,up
Ptpn11_Higd1a,Ptpn11,Higd1a,none
Mtor_Cotl1,Mtor,Cotl1,down
Uxt_Prdx1,Uxt,Prdx1,none
Nelfcd_Lgals3,Nelfcd,Lgals3,none
Hars_Asns,Hars,Asns,up
Igbp1_Krtcap2,Igbp1,Krtcap2,none
Il10rb_H2-T22,Il10rb,H2-T22,none
Sec63_Blvrb,Sec63,Blvrb,none
Rps26_Ms4a4c,Rps26,Ms4a4c,none
Srcap_Prdx1,Srcap,Prdx1,none
Sec63_Ms4a6b,Sec63,Ms4a6b,none
Mafb_S100a6,Mafb,S100a6,none
Cwc15_Ahnak,Cwc15,Ahnak,up
Ash2l_Clec4n,Ash2l,Clec4n,none
Urm1_Ctsl,Urm1,Ctsl,none
Ctdnep1_Il6,Ctdnep1,Il6,none
Rpp21_Pbxip1,Rpp21,Pbxip1,none
Rpp21_H2-Q7,Rpp21,H2-Q7,up
Vps39_Cd63,Vps39,Cd63,up
Hspa4_Itgal,Hspa4,Itgal,down
Rps26_1110038B12Rik,Rps26,1110038B12Rik,up
Rbbp6_Smpdl3a,Rbbp6,Smpdl3a,none
Il10rb_Cd69,Il10rb,Cd69,none
Atp6v1e1_Gm41290,Atp6v1e1,Gm41290,none
Gosr2_Kcnn4,Gosr2,Kcnn4,none
Brd2_Sqstm1,Brd2,Sqstm1,up
Zbtb17_Cd36,Zbtb17,Cd36,up
Fli1_Dbi,Fli1,Dbi,up
Actr10_Btg1,Actr10,Btg1,up
Rpl35_Ifi206,Rpl35,Ifi206,up
Mideas_Il1b,Mideas,Il1b,none
Dcaf13_Icam1,Dcaf13,Icam1,none
Ctdspl2_Gm16014,Ctdspl2,Gm16014,none
Dpy30_Dhtkd1,Dpy30,Dhtkd1,none
Ikbkb_Acod1,Ikbkb,Acod1,down
Adnp_Mtarc2,Adnp,Mtarc2,none
Rcl1_Calhm6,Rcl1,Calhm6,none
Nfyc_Lrrfip2,Nfyc,Lrrfip2,none
Rela_Saa3,Rela,Saa3,down
Hnrnpu_Eef2kmt,Hnrnpu,Eef2kmt,none
Atxn7l3_Tlr2,Atxn7l3,Tlr2,up
Med25_Klf6,Med25,Klf6,down
Tnfrsf1a_Cxcl2,Tnfrsf1a,Cxcl2,down
Cct7_Sirt1,Cct7,Sirt1,none
Meaf6_Sat1,Meaf6,Sat1,none
Csnk1a1_Cd36,Csnk1a1,Cd36,up
Nob1_Clec7a,Nob1,Clec7a,none
Eftud2_Btg1,Eftud2,Btg1,up
Cop1_Cd9,Cop1,Cd9,none
Wtap_Rab43,Wtap,Rab43,none
Cct3_Fcgr2b,Cct3,Fcgr2b,down
Gpn2_Creg1,Gpn2,Creg1,up
Bap1_Lmna,Bap1,Lmna,up
Rela_Clec4e,Rela,Clec4e,down
Stag2_Acod1,Stag2,Acod1,none
Nelfb_H3f3b,Nelfb,H3f3b,up
Gosr2_Actb,Gosr2,Actb,none
Snx14_Creg1,Snx14,Creg1,up
Gspt1_H2-Q7,Gspt1,H2-Q7,up
Rbm14_H2-M2,Rbm14,H2-M2,none
Mta2_Vcl,Mta2,Vcl,none
Nfkbiz_Thbs1,Nfkbiz,Thbs1,none
Sephs1_Tlr8,Sephs1,Tlr8,none
Rab7_Selenow,Rab7,Selenow,down
Rbm15_Gm31223,Rbm15,Gm31223,none
Tgif1_Ebi3,Tgif1,Ebi3,up
Rhoa_B3gnt8,Rhoa,B3gnt8,none
Nob1_1110038B12Rik,Nob1,1110038B12Rik,up
Kdsr_Hsp90ab1,Kdsr,Hsp90ab1,up
Mnt_Parn,Mnt,Parn,none
Mcm4_Cd36,Mcm4,Cd36,none
Nfyc_Utrn,Nfyc,Utrn,none
Cnot2_Rap2a,Cnot2,Rap2a,none
Cwc15_Odc1,Cwc15,Odc1,up
Msto1_Prdx5,Msto1,Prdx5,none
Sptssa_Rgs16,Sptssa,Rgs16,up
Tgif1_Odc1,Tgif1,Odc1,none
Cog3_Cxcl1,Cog3,Cxcl1,up
Wdr1_H3f3b,Wdr1,H3f3b,none
Dcaf7_Cdk2ap2,Dcaf7,Cdk2ap2,up
Med20_Il1rn,Med20,Il1rn,down
Med20_Creg1,Med20,Creg1,up
Cul3_Mmp12,Cul3,Mmp12,up
Mms22l_Arhgap31,Mms22l,Arhgap31,down
Cul3_Prdx1,Cul3,Prdx1,up
Mapk14_Prdx1,Mapk14,Prdx1,down
Cbll1_Ss18l2,Cbll1,Ss18l2,none
Srsf7_Bcl2a1a,Srsf7,Bcl2a1a,down
Tbk1_Tmtc2,Tbk1,Tmtc2,none
Scap_Clec4a1,Scap,Clec4a1,down
Ddx5_Glrx,Ddx5,Glrx,none
Tcp1_Tspan13,Tcp1,Tspan13,none
Rbck1_Il1a,Rbck1,Il1a,down
Nelfa_Ms4a6b,Nelfa,Ms4a6b,none
Rnf40_Stxbp3,Rnf40,Stxbp3,up
Brd2_Fscn1,Brd2,Fscn1,none
Cnot2_Hilpda,Cnot2,Hilpda,none
Nkap_Osbpl8,Nkap,Osbpl8,up
Rragc_Lgals3,Rragc,Lgals3,up
Mnt_Slc25a26,Mnt,Slc25a26,up
Ash2l_Gm20125,Ash2l,Gm20125,up
Cct5_Mvk,Cct5,Mvk,none
Rptor_Sdc1,Rptor,Sdc1,up
Rpl4_Upp1,Rpl4,Upp1,none
Mms22l_H3c15,Mms22l,H3c15,none
Eftud2_BC005537,Eftud2,BC005537,none
Yy1_Pilra,Yy1,Pilra,none
Sec62_Bcl2a1a,Sec62,Bcl2a1a,up
Rtf1_Utrn,Rtf1,Utrn,up
Sec62_H3f3b,Sec62,H3f3b,none
Dpy30_Slc4a7,Dpy30,Slc4a7,up
Zbtb17_Ambra1,Zbtb17,Ambra1,down
Ddx5_Slfn1,Ddx5,Slfn1,up
Nolc1_Cotl1,Nolc1,Cotl1,down
Pias1_Bcl2a1d,Pias1,Bcl2a1d,none
Ddx5_ENSMUSG00000121399,Ddx5,ENSMUSG00000121399,none
Cnot2_Aif1,Cnot2,Aif1,none
Rbm15_Ebi3,Rbm15,Ebi3,none
Ap3b1_Gpnmb,Ap3b1,Gpnmb,up
Ehmt2_Gapdh,Ehmt2,Gapdh,none
Ptpn11_Alox5ap,Ptpn11,Alox5ap,down
Plrg1_Osbpl8,Plrg1,Osbpl8,up
Sart3_Kctd12,Sart3,Kctd12,none
Ippk_Cd36,Ippk,Cd36,none
Nelfcd_Mogs,Nelfcd,Mogs,none
Toe1_Nucb2,Toe1,Nucb2,none
Snapc3_Neat1,Snapc3,Neat1,up
Rb1cc1_Hmox1,Rb1cc1,Hmox1,none
Dpm3_Il1a,Dpm3,Il1a,none
Xpo1_Gapdh,Xpo1,Gapdh,down
Rcl1_Ms4a6b,Rcl1,Ms4a6b,none
Rpl10_Brd2,Rpl10,Brd2,up
Sart3_Snhg3,Sart3,Snhg3,up
Cct5_Saa3,Cct5,Saa3,down
Tut1_2810001A02Rik,Tut1,2810001A02Rik,up
Tcp1_Polr2g,Tcp1,Polr2g,none
Virma_Polr2a,Virma,Polr2a,none
Med20_Saa3,Med20,Saa3,down
Mideas_Creld2,Mideas,Creld2,none
Rcl1_Cd72,Rcl1,Cd72,none
Fth1_Pilra,Fth1,Pilra,none
Chmp3_Calhm6,Chmp3,Calhm6,up
Yy1_Rev3l,Yy1,Rev3l,none
Derl2_Nek10,Derl2,Nek10,none
Tbc1d10b_Il7r,Tbc1d10b,Il7r,up
Fbxo11_Il1b,Fbxo11,Il1b,down
Fth1_Igf1,Fth1,Igf1,none
Rnf40_Clip2,Rnf40,Clip2,none
Urm1_Ckb,Urm1,Ckb,down
Mbtps2_Efr3b,Mbtps2,Efr3b,none
Ddx41_Il15,Ddx41,Il15,up
Rbm14_Rnf19b,Rbm14,Rnf19b,up
Polr1f_Pakap-1,Polr1f,Pakap-1,none
Nfyc_Gpx4,Nfyc,Gpx4,up
Cog3_Sec24d,Cog3,Sec24d,up
Atp6v1a_Bcl2l11,Atp6v1a,Bcl2l11,none
Rbm15_Hsp90b1,Rbm15,Hsp90b1,none
Sptssa_Gm14471,Sptssa,Gm14471,none
Nelfb_Irf1,Nelfb,Irf1,none
Kdsr_Hspa1b,Kdsr,Hspa1b,up
Dpy30_Parp1,Dpy30,Parp1,up
Cd14_Sec31a,Cd14,Sec31a,none
Cdkn1a_Cdk1,Cdkn1a,Cdk1,up
Il10ra_Lmna,Il10ra,Lmna,none
Nkap_Igsf6,Nkap,Igsf6,down
Il10rb_Ifitm2,Il10rb,Ifitm2,down
Tbk1_Xylt2,Tbk1,Xylt2,none
Cd14_Cxcl2,Cd14,Cxcl2,up
Rps3_Aif1,Rps3,Aif1,none
Mtor_Cd72,Mtor,Cd72,down
Sec63_Lrmda,Sec63,Lrmda,none
Fermt3_Ifitm2,Fermt3,Ifitm2,none
Vps41_Gpnmb,Vps41,Gpnmb,up
Nrbf2_Rin2,Nrbf2,Rin2,none
Nop16_Rsad2,Nop16,Rsad2,up
Ss18_Ifit3,Ss18,Ifit3,none
Hars_H2-Q7,Hars,H2-Q7,up
Atxn7l3_Gadd45b,Atxn7l3,Gadd45b,up
Rab7_Ahnak,Rab7,Ahnak,none
Cct5_Ms4a6b,Cct5,Ms4a6b,down
Snx13_Gpnmb,Snx13,Gpnmb,up
Cdkn1a_Denr,Cdkn1a,Denr,none
Nfkbiz_Psma6,Nfkbiz,Psma6,down
Rela_Pparg,Rela,Pparg,up
Sptssa_Trib3,Sptssa,Trib3,none
Cog3_Ift20,Cog3,Ift20,none
Sec63_Dnajb9,Sec63,Dnajb9,up
Rpp21_Acer3,Rpp21,Acer3,none
Gins3_Lmo2,Gins3,Lmo2,up
Ube4b_Tmem88,Ube4b,Tmem88,none
Gins3_Gbf1,Gins3,Gbf1,none
Rpn2_Calr,Rpn2,Calr,up
Med25_Sdc1,Med25,Sdc1,up
Oxsr1_Folr2,Oxsr1,Folr2,up
Nob1_Man1a,Nob1,Man1a,none
Pias1_Il1b,Pias1,Il1b,none
Setd2_Polr2a,Setd2,Polr2a,none
Tnfaip3_Lmna,Tnfaip3,Lmna,none
Pten_Gpr84,Pten,Gpr84,none
Alg2_Anapc15,Alg2,Anapc15,none
Il10ra_Gpr84,Il10ra,Gpr84,none
Zfp710_Gm29282,Zfp710,Gm29282,none
Fbxo11_Lpp,Fbxo11,Lpp,down
Tut1_Snhg3,Tut1,Snhg3,up
Dad1_Comt,Dad1,Comt,none
Prpf40a_Cd63,Prpf40a,Cd63,up
Vps18_Ctla2b,Vps18,Ctla2b,none
Gpn2_Hmox1,Gpn2,Hmox1,down
Mms22l_Ago3,Mms22l,Ago3,down
Pfdn6_Akr1a1,Pfdn6,Akr1a1,none
Gins3_Nudt9,Gins3,Nudt9,none
Actr10_Dock10,Actr10,Dock10,up
Jak1_Ifi47,Jak1,Ifi47,down
Rptor_C1qb,Rptor,C1qb,down
Mta2_Rhoc,Mta2,Rhoc,up
Cpsf4_Slc13a3,Cpsf4,Slc13a3,none
Il10ra_Tax1bp1,Il10ra,Tax1bp1,down
Uxt_Ccr5,Uxt,Ccr5,none
Ddx5_Eif5a,Ddx5,Eif5a,none
Cd14_Brd2,Cd14,Brd2,none
Ptpn2_Sqstm1,Ptpn2,Sqstm1,none
Sephs1_Gm11613,Sephs1,Gm11613,none
Ube2h_Chchd10,Ube2h,Chchd10,none
Rps26_Dnmt3l,Rps26,Dnmt3l,none
Rps26_Irf2bp2,Rps26,Irf2bp2,none
Rbbp6_Cotl1,Rbbp6,Cotl1,none
Klf6_Tpi1,Klf6,Tpi1,none
Tgif1_Upp1,Tgif1,Upp1,none
Kdsr_6530401F13Rik,Kdsr,6530401F13Rik,none
Traf6_Urah,Traf6,Urah,up
Mta2_Insl6,Mta2,Insl6,up
Ticam2_Kctd12,Ticam2,Kctd12,up
Ddost_Ccrl2,Ddost,Ccrl2,none
Msto1_Slc16a3,Msto1,Slc16a3,down
Ap3b1_Alcam,Ap3b1,Alcam,none
Rrp1_Manf,Rrp1,Manf,down
Qars_Reps1,Qars,Reps1,none
Mau2_Tgm2,Mau2,Tgm2,none
Wdr1_Glrx,Wdr1,Glrx,down
Cct7_Nes,Cct7,Nes,none
Prpf40a_Rgl1,Prpf40a,Rgl1,none
Setd2_Ccl2,Setd2,Ccl2,up
Smg5_Snhg16,Smg5,Snhg16,up
Stk11_Naf1,Stk11,Naf1,none
Wdr3_Npy,Wdr3,Npy,none
Rps19_Dnajb9,Rps19,Dnajb9,none
Rcl1_Adamts4,Rcl1,Adamts4,up
Acin1_Sqstm1,Acin1,Sqstm1,none
Rragc_Lipa,Rragc,Lipa,up
Nprl2_Rap2a,Nprl2,Rap2a,down
Tnfaip3_Lgals3,Tnfaip3,Lgals3,none
Snrnp27_Ifitm2,Snrnp27,Ifitm2,up
Ptpn2_Sat1,Ptpn2,Sat1,none
Rpl35_St3gal5,Rpl35,St3gal5,down
Uxt_Saa3,Uxt,Saa3,down
Mideas_Fcgr2b,Mideas,Fcgr2b,none
Yy1_Mxd1,Yy1,Mxd1,none
Zfp36_Malt1,Zfp36,Malt1,down
Ric1_Sec24a,Ric1,Sec24a,up
Wtap_B3gnt8,Wtap,B3gnt8,up
Chmp5_Taldo1,Chmp5,Taldo1,up
Qars_AA467197,Qars,AA467197,up
Ube4b_Prdx5,Ube4b,Prdx5,none
Cbll1_Bnip3,Cbll1,Bnip3,none
Bloc1s1_Gpr137b,Bloc1s1,Gpr137b,up
Nelfb_Vat1,Nelfb,Vat1,none
Slc33a1_Tram1,Slc33a1,Tram1,up
Chmp5_Lhfpl2,Chmp5,Lhfpl2,none
Ints1_Sqstm1,Ints1,Sqstm1,none
Chmp5_Uchl1,Chmp5,Uchl1,none
Tmem258_Snap29,Tmem258,Snap29,none
Dpy30_Creg1,Dpy30,Creg1,none
Msto1_Slc26a4,Msto1,Slc26a4,none
Sptlc1_Ifitm2,Sptlc1,Ifitm2,none
Chmp5_Cd44,Chmp5,Cd44,none
Tlr4_Tgm2,Tlr4,Tgm2,up
Nolc1_Manf,Nolc1,Manf,down
Ss18_Slamf9,Ss18,Slamf9,none
Zfp710_Ldhb,Zfp710,Ldhb,none
Chmp3_Acod1,Chmp3,Acod1,none
Tcp1_Acod1,Tcp1,Acod1,none
Smc3_Il1rn,Smc3,Il1rn,down
Wtap_Creg1,Wtap,Creg1,up
Zbtb17_Mmp12,Zbtb17,Mmp12,up
Wdr5_Selenow,Wdr5,Selenow,none
Tbk1_Hopx,Tbk1,Hopx,down
Rbm14_Tagln2,Rbm14,Tagln2,none
Tmem258_Ddit3,Tmem258,Ddit3,up
Gspt1_Slc3a2,Gspt1,Slc3a2,none
Nprl2_Bnip3,Nprl2,Bnip3,none
Slc33a1_Ostc,Slc33a1,Ostc,up
Atp6v1b2_Actb,Atp6v1b2,Actb,down
Snapc3_H2aj,Snapc3,H2aj,up
Cd14_Tnfsf15,Cd14,Tnfsf15,up
Actl6a_Fam111a,Actl6a,Fam111a,none
Ikzf1_Ppic,Ikzf1,Ppic,up
Ube4b_Itgb5,Ube4b,Itgb5,up
Ikzf1_Pakap-1,Ikzf1,Pakap-1,up
Ccdc22_Lhfpl2,Ccdc22,Lhfpl2,up
Rpl35_Fxyd2,Rpl35,Fxyd2,none
Rps26_Ifih1,Rps26,Ifih1,up
Atp6v1a_Actb,Atp6v1a,Actb,down
Ap3b1_Syngr1,Ap3b1,Syngr1,up
Meaf6_Cd164,Meaf6,Cd164,none
Cul3_Pf4,Cul3,Pf4,up
Bap1_Cp,Bap1,Cp,none
Gpn2_Il7r,Gpn2,Il7r,none
Dda1_Tmem17,Dda1,Tmem17,none
Ap3b1_Scpep1,Ap3b1,Scpep1,up
Atp6v1b2_Lipa,Atp6v1b2,Lipa,up
Hsp90ab1_Dock10,Hsp90ab1,Dock10,none
Nrbf2_Lipa,Nrbf2,Lipa,up
Actr10_Il7r,Actr10,Il7r,up
Rbm15_Calr,Rbm15,Calr,none
Wdr1_Lipa,Wdr1,Lipa,none
Rbck1_Igsf6,Rbck1,Igsf6,down
Cct2_Tubb6,Cct2,Tubb6,up
Ylpm1_Ifit2,Ylpm1,Ifit2,down
Scap_A930023M06Rik,Scap,A930023M06Rik,none
Atp6v1a_Gm26569,Atp6v1a,Gm26569,none
Rps19_Atad2,Rps19,Atad2,none
Atp6v1e1_Lipa,Atp6v1e1,Lipa,up
Nolc1_Sp3,Nolc1,Sp3,up
Srsf10_Hipk1,Srsf10,Hipk1,none
Ticam2_Manf,Ticam2,Manf,none
Pafah1b1_Psma6,Pafah1b1,Psma6,none
Pik3r4_Prdx1,Pik3r4,Prdx1,up
Tmem258_Cep112,Tmem258,Cep112,none
Sart3_Tgtp2,Sart3,Tgtp2,none
Rb1cc1_4930404I05Rik,Rb1cc1,4930404I05Rik,none
Ppp6c_S100a10,Ppp6c,S100a10,up
Cog3_Dnajb9,Cog3,Dnajb9,up
Vps41_Bcl2a1a,Vps41,Bcl2a1a,none
Actr10_Tgm2,Actr10,Tgm2,none
Sel1l_Creld2,Sel1l,Creld2,up
Nob1_Ckb,Nob1,Ckb,down
Cmtr1_Crip1,Cmtr1,Crip1,none
Wdr5_Gbp8,Wdr5,Gbp8,none
Cop1_Npm1,Cop1,Npm1,down
Atp6v1b2_Npm1,Atp6v1b2,Npm1,none
Eftud2_A730090N16Rik,Eftud2,A730090N16Rik,none
Adnp_Rnf152,Adnp,Rnf152,none
Hnrnpu_Vti1a,Hnrnpu,Vti1a,down
Rps26_Polr2a,Rps26,Polr2a,none
Pdcd10_Ccl7,Pdcd10,Ccl7,none
Ric1_Rabac1,Ric1,Rabac1,up
Sephs1_Mgat4b,Sephs1,Mgat4b,down
Mcm4_Snhg15,Mcm4,Snhg15,up
Adnp_Il6,Adnp,Il6,none
Mapk14_ENSMUSG00000121485,Mapk14,ENSMUSG00000121485,none
Rpn2_Manf,Rpn2,Manf,up
Wdr43_Hsph1,Wdr43,Hsph1,none
Rpn2_Hspa5,Rpn2,Hspa5,up
Toe1_Plaur,Toe1,Plaur,none
Nob1_Gpr84,Nob1,Gpr84,down
Nfkbiz_Ifitm6,Nfkbiz,Ifitm6,none
Ptpa_Parp2,Ptpa,Parp2,none
Cpsf4_Gopc,Cpsf4,Gopc,none
Srcap_Stk17b,Srcap,Stk17b,none
Tbk1_Rgs18,Tbk1,Rgs18,none
Ric1_Cd72,Ric1,Cd72,down
Prpf6_Ccrl2,Prpf6,Ccrl2,up
Ccdc22_Fcgr4,Ccdc22,Fcgr4,none
Meaf6_Traf1,Meaf6,Traf1,down
Ddost_Shmt2,Ddost,Shmt2,none
Ticam2_Ckb,Ticam2,Ckb,none
Fli1_Or2w1b,Fli1,Or2w1b,none
Runx1_Mmp14,Runx1,Mmp14,down
Mta2_Gm57027,Mta2,Gm57027,none
Rpl35_Ctsc,Rpl35,Ctsc,none
Rab7_Etv3,Rab7,Etv3,none
Cdkn1a_Kif4,Cdkn1a,Kif4,up
Wdr70_Esd,Wdr70,Esd,none
Gtf2a2_Vcan,Gtf2a2,Vcan,none
Hsp90ab1_Ranbp2,Hsp90ab1,Ranbp2,up
Meaf6_Lhfpl2,Meaf6,Lhfpl2,none
Sec62_Fosl2,Sec62,Fosl2,none
Myd88_Saa3,Myd88,Saa3,down
Hsp90ab1_Hsp90ab1,Hsp90ab1,Hsp90ab1,down
Derl2_Ostc,Derl2,Ostc,up
Vps33a_Sqstm1,Vps33a,Sqstm1,up
Rb1cc1_Cxcl2,Rb1cc1,Cxcl2,up
Chmp3_Acsl5,Chmp3,Acsl5,none
Fth1_Gclm,Fth1,Gclm,up
Rptor_Ckb,Rptor,Ckb,down
Rpp21_Man1a,Rpp21,Man1a,none
Fth1_Ftl1,Fth1,Ftl1,up
Rps5_Nhej1,Rps5,Nhej1,none
Rrp1_Ifitm2,Rrp1,Ifitm2,none
Rhoa_Ly6a,Rhoa,Ly6a,down
Elavl1_Mir22hg,Elavl1,Mir22hg,up
Hsp90ab1_Macir,Hsp90ab1,Macir,up
Actr10_S100a11,Actr10,S100a11,none
Mafb_Il1a,Mafb,Il1a,up
Acin1_Cotl1,Acin1,Cotl1,none
Elavl1_Ppfibp2,Elavl1,Ppfibp2,none
Setd2_Hspa5,Setd2,Hspa5,none
Rps3_Col18a1,Rps3,Col18a1,none
Runx1_Calr,Runx1,Calr,none
Sel1l_Pld4,Sel1l,Pld4,none
Rrp1_Mir22hg,Rrp1,Mir22hg,up
Hyou1_Large1,Hyou1,Large1,none
Atp6v1a_Psma6,Atp6v1a,Psma6,down
Chmp3_Oxr1,Chmp3,Oxr1,none
Ddx5_Gm11613,Ddx5,Gm11613,up
Toe1_Nek10,Toe1,Nek10,up
Cdc42_Prdx1,Cdc42,Prdx1,up
Ube2h_Creg1,Ube2h,Creg1,up
Bap1_Srgap2,Bap1,Srgap2,up
Cwc15_Arhgef18,Cwc15,Arhgef18,none
Hspa4_Odc1,Hspa4,Odc1,up
Psmd4_Gm39929,Psmd4,Gm39929,none
Cct5_Tecpr2,Cct5,Tecpr2,none
Cpsf4_Acod1,Cpsf4,Acod1,down
Oxsr1_Hivep3,Oxsr1,Hivep3,down
Tyk2_Gm42567,Tyk2,Gm42567,none
Eftud2_S100a10,Eftud2,S100a10,up
Rpl4_Ftl1-ps1,Rpl4,Ftl1-ps1,none
Ube4b_Serpine1,Ube4b,Serpine1,up
Fth1_Pmp22,Fth1,Pmp22,none
Ddx5_Creld2,Ddx5,Creld2,none
Rbm15_Tlr2,Rbm15,Tlr2,up
Pdcd10_Slc46a3,Pdcd10,Slc46a3,none
Ccdc22_Cd200r1,Ccdc22,Cd200r1,up
Acin1_Fxyd2,Acin1,Fxyd2,up
Rnf40_Osbpl8,Rnf40,Osbpl8,up
Ints1_Man1a,Ints1,Man1a,up
Cct2_Mmp9,Cct2,Mmp9,up
Kdsr_Slc48a1,Kdsr,Slc48a1,none
Hyou1_Clec4d,Hyou1,Clec4d,none
Ippk_Osbpl3,Ippk,Osbpl3,down
Zfp710_Aff4,Zfp710,Aff4,none
Qars_Trib3,Qars,Trib3,up
Mms22l_Slamf9,Mms22l,Slamf9,none
Wtap_Psma6,Wtap,Psma6,down
Junb_Fcgr2b,Junb,Fcgr2b,down
Polr1f_Gbp8,Polr1f,Gbp8,up
Mbd2_Lmna,Mbd2,Lmna,up
Sptlc1_Prnp,Sptlc1,Prnp,up
Junb_Jun,Junb,Jun,up
Scap_Tlr2,Scap,Tlr2,none
Tmem258_Lrp1,Tmem258,Lrp1,none
Il10ra_Maf,Il10ra,Maf,none
Spout1_Ms4a4c,Spout1,Ms4a4c,none
Ppp6c_Ccr1,Ppp6c,Ccr1,up
Rbbp6_Cd63,Rbbp6,Cd63,up
Med29_St3gal5,Med29,St3gal5,none
Jak1_Sh2d1b1,Jak1,Sh2d1b1,none
Sec63_Calr,Sec63,Calr,up
Cct3_Ccl2,Cct3,Ccl2,none
Rps3_Pck2,Rps3,Pck2,none
Ints1_Selenop,Ints1,Selenop,up
Yrdc_Cd44,Yrdc,Cd44,up
Cct7_Maf,Cct7,Maf,up
Nelfa_Folr2,Nelfa,Folr2,none
Srsf7_Hsp90b1,Srsf7,Hsp90b1,none
Ehmt2_Pdcd4,Ehmt2,Pdcd4,none
Ash2l_Cd48,Ash2l,Cd48,down
Zbtb17_Hspbap1,Zbtb17,Hspbap1,none
Cnot2_Cd200r1,Cnot2,Cd200r1,none
Snrnp70_Bbln,Snrnp70,Bbln,up
Sart3_2810001A02Rik,Sart3,2810001A02Rik,up
Nckap1l_Pdia3,Nckap1l,Pdia3,none
Dpm3_Ifih1,Dpm3,Ifih1,none
Tgif1_D6Wsu163e,Tgif1,D6Wsu163e,up
Srsf7_Gm14461,Srsf7,Gm14461,none
Traf6_Cd68,Traf6,Cd68,none
Med25_Tpi1,Med25,Tpi1,up
Rbm15_Ccrl2,Rbm15,Ccrl2,up
Setd2_Cxcl1,Setd2,Cxcl1,none
Zfp36_Plaur,Zfp36,Plaur,up
Cog3_Sqstm1,Cog3,Sqstm1,none
Zfp36_Tnfaip2,Zfp36,Tnfaip2,down
Rpl4_Etnk1,Rpl4,Etnk1,up
Ddx5_Alcam,Ddx5,Alcam,none
Prpf40a_Aopep,Prpf40a,Aopep,none
Cog8_Glrx,Cog8,Glrx,none
Atxn7l3_Bcl2a1d,Atxn7l3,Bcl2a1d,down
Rptor_Gapdh,Rptor,Gapdh,down
Tbc1d10b_Cd72,Tbc1d10b,Cd72,none
Smg5_Epb41l4aos,Smg5,Epb41l4aos,up
Ash2l_Fndc3b,Ash2l,Fndc3b,none
Spout1_Igfbp6,Spout1,Igfbp6,none
Eftud2_Lgals3,Eftud2,Lgals3,up
Snx13_St3gal5,Snx13,St3gal5,none
Tmem258_Psma6,Tmem258,Psma6,down
Pdcd10_Rfc1,Pdcd10,Rfc1,none
Chmp3_Gapdh,Chmp3,Gapdh,none
Traf6_Aif1,Traf6,Aif1,up
Virma_Creg1,Virma,Creg1,up
Sel1l_Bcl2l11,Sel1l,Bcl2l11,none
Traf6_Dach1,Traf6,Dach1,none
Zfp36_Aif1,Zfp36,Aif1,none
Msto1_Procr,Msto1,Procr,none
Snrnp27_Fap,Snrnp27,Fap,up
Med29_Pbxip1,Med29,Pbxip1,up
Vps18_Jun,Vps18,Jun,none
Derl2_Herpud1,Derl2,Herpud1,up
Fli1_S100a10,Fli1,S100a10,up
Setd2_Mmp12,Setd2,Mmp12,up
Stk11_Clec4d,Stk11,Clec4d,up
